AssetID,DownloadAttribute,Filetype,Size,PrettyDownloadLink,RawDownloadLink
PaymentCard002,4K-JPG,zip,20834151,https://ambientCG.com/get?file=PaymentCard002_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard002_s3gzwn1d/PaymentCard002_4K-JPG.zip
PaymentCard002,4K-PNG,zip,35826471,https://ambientCG.com/get?file=PaymentCard002_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard002_s3gzwn1d/PaymentCard002_4K-PNG.zip
PaymentCard001,1K-JPG,zip,1607305,https://ambientCG.com/get?file=PaymentCard001_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_1K-JPG.zip
PaymentCard001,1K-PNG,zip,5078281,https://ambientCG.com/get?file=PaymentCard001_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_1K-PNG.zip
PaymentCard001,2K-JPG,zip,5333577,https://ambientCG.com/get?file=PaymentCard001_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_2K-JPG.zip
PaymentCard001,2K-PNG,zip,14760713,https://ambientCG.com/get?file=PaymentCard001_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_2K-PNG.zip
PaymentCard001,4K-JPG,zip,16707593,https://ambientCG.com/get?file=PaymentCard001_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_4K-JPG.zip
PaymentCard001,4K-PNG,zip,29724425,https://ambientCG.com/get?file=PaymentCard001_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PaymentCard001_3wmp0k2f/PaymentCard001_4K-PNG.zip
Fabric044,1K-JPG,zip,7583042,https://ambientCG.com/get?file=Fabric044_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Fabric044_p1x32bcm/Fabric044_1K-JPG.zip
Fabric044,1K-PNG,zip,24029314,https://ambientCG.com/get?file=Fabric044_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Fabric044_p1x32bcm/Fabric044_1K-PNG.zip
